# Bundle file v0.3
70 11392
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
2.7252666985e+03 2.7548823516e-01 5.0341266422e-01
9.9917390200e-01 2.7359059387e-03 4.0546619756e-02
-1.8295692157e-02 9.2118444346e-01 3.8869588211e-01
-3.6287479982e-02 -3.8911660970e-01 9.2047351013e-01
1.5051696972e-01 -3.2956454987e+00 -1.6716818135e+01
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5.2576506187e+03 2.4764749668e-01 4.9793464052e-02
9.9492054405e-01 4.1929846781e-03 -1.0057599070e-01
-6.7194458619e-03 9.9966999080e-01 -2.4794324776e-02
1.0043883747e-01 2.5344198020e-02 9.9462038565e-01
4.0629644003e-01 -6.9657623322e-01 -3.1800318396e+01
2.0677491991e+03 -4.0437073401e-01 -7.6067457523e-02
9.9725122704e-01 5.6060308805e-03 -7.3882085694e-02
1.5265638692e-02 9.6019547110e-01 2.7891148695e-01
7.2504830488e-02 -2.7927267982e-01 9.5747053211e-01
1.4535777307e-01 -2.1049792402e+00 -1.3255048185e+01
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-8.7631211800e+02 4.8623407148e-02 -1.1058969918e-02
9.9990494876e-01 -2.4036605194e-03 1.3576298012e-02
1.5586026027e-03 9.9808014096e-01 6.1916096255e-02
-1.3699058709e-02 -6.1889050999e-02 9.9798901856e-01
-5.7158946024e-02 -2.0818550792e-01 1.9672939338e+00
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
2.3909475055e+03 -5.2546793153e-02 2.5518574016e-02
9.9446563111e-01 2.1782458771e-03 -1.0503982002e-01
-6.3612951870e-02 8.0817495319e-01 -5.8549691493e-01
8.3615195388e-02 5.8893845204e-01 8.0384077952e-01
-1.5564805482e-01 8.6174871831e+00 -1.2142921336e+01
2.1873915241e+03 1.7581924645e+00 5.1769020022e-04
9.8537324746e-01 -6.7999745048e-02 -1.5625491309e-01
3.8694105366e-02 9.8226629998e-01 -1.8345485041e-01
1.6595881839e-01 1.7472535764e-01 9.7053012318e-01
